goods_id,workbook,imgs,sku,name,category,description,recipe_card,tag
L9jzH9Utc7eAfN5X,aglOZaREQrwSukAz,"[{'name': '组 1 (5)', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=W7pJJzD5obivWLwu'}, {'name': '组 1 (5)', 'url': 'https://starbucks.joywok.com/api/file/download?id=7eAmIK7tAkpdxWfl'}]",,710mL音乐狂欢系列双层渐变冷变吸管杯,商品,渐变色冷变杯，加入冰块后会呈现丰富色彩，搭配缤纷黑胶唱片设计尽显音乐活力。,[],
PlJgyKeEXdFtjGM2,aglOZaREQrwSukAz,"[{'name': '组 1 (3)', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=2nX64G40ek1rWYT5'}, {'name': '组 1 (3)', 'url': 'https://starbucks.joywok.com/api/file/download?id=eUDNlXS5QmBMcWjU'}]",,380ml 音乐狂欢系列简约玻璃杯,商品,新颖杯款，绚丽设计，杯身采用玻璃材质更通透，整体采用三段式接口设计，不锈钢中盖内置硅胶密封圈，握压摇晃不撒漏，滤口均匀，倒水顺畅，便于DIY手摇自制饮品，乐趣与颜值并存。,[],
wdLwzrBYh6a2vqse,aglOZaREQrwSukAz,"[{'name': '组 111', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=hyV5vIZkhvkODJsB'}, {'name': '组 111', 'url': 'https://starbucks.joywok.com/api/file/download?id=KmXnbMVyfBQy8ocT'}]",,473ml 音乐狂欢系列绿色立体棱纹玻璃吸管杯,商品,473ml 玻璃吸管杯，杯身立体棱纹条纹造型，清新绿色，清透的视觉同时，让自带饮品颜值加码。,[],
4xJlIuE85zy6QvAy,aglOZaREQrwSukAz,"[{'name': '组 1 (10)', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=GuqDt4bUFPptwraX'}, {'name': '组 1 (10)', 'url': 'https://starbucks.joywok.com/api/file/download?id=YyfYFiLQQj982gnO'}]",,640ml音乐狂欢系列耳机款保温杯,商品,640ml保温杯，丰富的音乐与咖啡联动画面，别出心裁的耳机包配件，仿佛置身音乐节现场。提手设计，出行便携；自带两只硅胶小包，可装首饰、零钱、随身小物；硅胶底垫，防撞防摔。,[],
aTNdpVgsH9inu5vr,aglOZaREQrwSukAz,"[{'name': '组 1 (8)', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=HFAV8z1QcP2idwAl'}, {'name': '组 1 (8)', 'url': 'https://starbucks.joywok.com/api/file/download?id=nzKJQEWnPCVfnPh2'}]",,640ml音乐狂欢系列拉丝不锈钢保温杯,商品,大容量杯型配上复古金属绿色拉丝工艺，如猫眼般的光泽炫彩，潮流活力。,[],
VOelh1IXCYwmsaNP,aglOZaREQrwSukAz,"[{'name': '组 1 (1)', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=pXCU2Z7MVK39XRaX'}, {'name': '组 1 (1)', 'url': 'https://starbucks.joywok.com/api/file/download?id=WByZJpGGmzIOVQt2'}]",,445ml音乐狂欢系列双饮口不锈钢杯,商品,425ml双饮口不锈钢咖啡杯，动感的配色和图案，给秋季带来不一样的激情。直饮口畅快饮水，吸管口小口吮吸，工作喝水两不误，吸管自带开关，直饮时不受吸管干涉，可保冷保热，满足多种饮水需求。,[],
Vmjk6HjHd0xeDn2g,aglOZaREQrwSukAz,"[{'name': '组 1 (2)', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=UGxXWRJoUjb83G3S'}, {'name': '组 1 (2)', 'url': 'https://starbucks.joywok.com/api/file/download?id=mjsa5Vjg12jY4PGC'}]",,690ml Contigo音乐狂欢系列冷水杯 ,商品,690ml大容量冷水杯，透明杯身，动感音乐主题印花图案，为秋日注入激情与活力。龙口直饮，大口喝水，畅饮无阻；一键开盖技术，单手操作更潇洒；广口设计，轻松放入冰块，更易清洗。,[],
xf6ce7MZVJu6sy3D,aglOZaREQrwSukAz,"[{'name': '组 1', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=s6pTDjz4ktfETaCc'}, {'name': '组 1', 'url': 'https://starbucks.joywok.com/api/file/download?id=MIj7PCPOJ6VFoq3H'}]",,410mI音乐狂欢系列钢琴款马克杯配杯盖,商品,绿色条纹杯身，搭配跳动的钢琴键盘，手柄用异型的乐器加以呈现，搭配了硅胶的杯盖，杯盖上散落着咖啡豆造型的乐符，活泼生动的音乐与咖啡连结。,[],
iSIBXCK8TNgvoU5N,aglOZaREQrwSukAz,"[{'name': '组 11', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=bGokJIlwTAV9JdcT'}, {'name': '组 11', 'url': 'https://starbucks.joywok.com/api/file/download?id=7p330ac2j1nIn378'}]",,420ml 音乐狂欢系列马克杯,商品,经典陶瓷马克杯，音乐狂欢元素搭配配经典绿色logo，整体撞色与丰富的画面想结合，给人以热烈的氛围感，圆弧把手更贴合手感，握感舒适。,[],
l1w8Wf4fNBzax85Y,aglOZaREQrwSukAz,"[{'name': '1Xmas 杜松子 棉云冷萃 迷迭香 copy', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=ckbBDSjuRGruGx4w'}, {'name': '祝悦杜松子风味星巴克绵云?冷萃', 'url': 'https://starbucks.joywok.com/api/file/download?id=8ej5Hr2UjBGhsvno'}, {'name': '1Xmas 杜松子 棉云冷萃 迷迭香 copy', 'url': 'https://starbucks.joywok.com/api/file/download?id=QdPZwaaa8Sptzf3O'}]",,祝悦杜松子风味星巴克绵云?冷萃,RO饮品,迷迭香与杜松子风味，伴随着冷萃顺滑的口感在口中蔓延，顶部覆以用稀奶油和牛奶搅打出的绵云，口感细腻绵密，仿佛置身于被白雪覆盖的雪松下。,"[{'name': '祝悦杜松子风味星巴克绵云?冷萃', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=qRO3V5iU8RAZCM6w'}]",11/3上市
pUD1EW9Q8ZxcaDkH,aglOZaREQrwSukAz,"[{'name': '1Xmas 潘妮朵 copy', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=x15bPsc4mNEcOzQV'}, {'name': '潘妮朵风味拿铁', 'url': 'https://starbucks.joywok.com/api/file/download?id=dRmG8NY9jTMvKwPa'}, {'name': '1Xmas 潘妮朵 copy', 'url': 'https://starbucks.joywok.com/api/file/download?id=uN22wVmjIKKTZgZa'}]",,潘妮朵风味拿铁,RO饮品,在臻选拿铁中，融入潘妮朵风味糖浆，使得黄油、柑橘和莓果般的风味充盈其中，营造出慢慢的节日氛围。顶部点缀着橙子蔓越莓果干和新鲜橙皮屑，更添明亮活泼的柑橘风味。,"[{'name': '潘妮朵风味拿铁', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=uT5QHsG31ko1rBO5'}]",11/3上市
sy4RKJj2DyfVd7Tn,aglOZaREQrwSukAz,"[{'name': '1Xmas 茶啡玛奇朵 肉桂粉 copy', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=OwFuON7wPDWBRLqM'}, {'name': '星巴克茶啡玛奇朵热-1', 'url': 'https://starbucks.joywok.com/api/file/download?id=NoiTJDj1Qph2bp2L'}, {'name': '1Xmas 茶啡玛奇朵 肉桂粉 copy', 'url': 'https://starbucks.joywok.com/api/file/download?id=ZX5I0qDJ9p7TZn8W'}]",,星巴克茶啡玛奇朵热,RO饮品,在臻选玛奇朵中，融入香气独特的印度风情香料茶，顶部佐以肉桂粉，更为这杯香气馥郁的玛奇朵增添一丝温暖香气。,"[{'name': '星巴克茶啡玛奇朵热', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=5AGj5x52SAb90aLN'}]",11/3上市
ZDQrVc39sg8vN9aY,aglOZaREQrwSukAz,"[{'name': '1Xmas 茶咖 玛奇朵 冰 肉桂 copy', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=jj9NxD2opEqQgocT'}, {'name': '星巴克茶啡玛奇朵冰-1', 'url': 'https://starbucks.joywok.com/api/file/download?id=kBo84nzlfqkL5IdH'}, {'name': '1Xmas 茶咖 玛奇朵 冰 肉桂 copy', 'url': 'https://starbucks.joywok.com/api/file/download?id=aTX6N2GWc1cdeAAW'}]",,星巴克茶啡玛奇朵冰,RO饮品,在臻选玛奇朵中，融入香气独特的印度风情香料茶，顶部佐以肉桂卷，更为这杯香气馥郁的玛奇朵增添一丝温暖香气。,"[{'name': '星巴克茶啡玛奇朵冰', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=Xjp61oBIWkMmsO7F'}]",11/3上市
rmYRbXtGIeCaU1OZ,aglOZaREQrwSukAz,"[{'name': '1Xmas 杜松子 拿铁 迷迭香 copy', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=vm0SCJih8il8RM8i'}, {'name': '祝悦杜松子风味拿铁', 'url': 'https://starbucks.joywok.com/api/file/download?id=g8MgiAdD8MsEjMhU'}, {'name': '1Xmas 杜松子 拿铁 迷迭香 copy', 'url': 'https://starbucks.joywok.com/api/file/download?id=PZZ9yN8Lrw59Kgif'}]",,祝悦杜松子风味拿铁,RO饮品,迷迭香和杜松子的风味与拿铁绵密的口感相融合，在口中蔓延开来，唤起人们对于冬季炉火旁雪松清香气息的美好联想。,"[{'name': '祝悦杜松子风味拿铁', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=WLnK5mn6d0pv55Ed'}]",11/3上市
6bawyV8IB0Gzu6ld,aglOZaREQrwSukAz,"[{'name': 'svc2', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=ENc9YrkQ755Nwe8w'}, {'name': 'SVC3', 'url': 'https://starbucks.joywok.com/api/file/download?id=pRWTwEC5IiJ9Jy3l'}]",11155062/11155063,2024假日快乐星礼卡,星礼卡,随着假日假期的临近，我们会提供一款圣诞礼物卡，从而营造出圣诞氛围。增加节日卡片销售机会。,[],11/3上市
xODhGTk5u5TrR53I,aglOZaREQrwSukAz,"[{'name': '', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=8v4Cz788GqWZXH3B'}, {'name': '微信图片_20210119185423', 'url': 'https://starbucks.joywok.com/api/file/download?id=Ab5nd6LQ3vN76Z7I'}]",,Mastrena 2代咖啡机操作指引,臻选咖啡豆,1. Mastrena 2代咖啡机设备简介2. Mastrena 2代咖啡机臻选浓缩饮品制作 臻选咖啡豆与常态浓缩咖啡豆对比有更丰富的风味，更容易被奶制品掩盖。所以在用M2制作臻选咖啡时与常态咖啡有区别。当门店使用M2制作臻选咖啡时，以下为注意事项：1）制作臻选浓缩咖啡需要搭配“15号的U”键。“U”键全称是“Up Dose”，作用是在原配方上增加额外的咖啡量，以提升咖啡液的浓度。让臻选咖啡的风味更明显，整体意式咖啡醇度提升。2）制作臻选拿铁的时候，牛奶的温度需要设置为“儿童温度”，方法是选择“21号儿童温度选择键”后再蒸奶即可，这个温度可以更好地突显臻选咖啡的风味。顾客拿到手之后就可以更早喝到这一杯臻选咖啡，体会臻选咖啡豆的风味,"[{'name': 'Mastrena 2代咖啡机 臻选浓缩制作指引', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=byxgTA8jewucyC96'}]",
dYDtGsHTbhxjMD7D,aglOZaREQrwSukAz,"[{'name': 'Espresso', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=9hAmqzYDL0lzl1yX'}, {'name': 'Xmas Esp', 'url': 'https://starbucks.joywok.com/api/file/download?id=k0CkhlSdI2OtfvUX'}, {'name': 'cc', 'url': 'https://starbucks.joywok.com/api/file/download?id=fUyY6Jykb8n7BBr1'}]",11025559,星巴克? 浓缩烘焙圣诞综合咖啡豆,咖啡豆,咖啡故事：这款综合咖啡专为意式浓缩咖啡爱好者而精心打造，这一杯醇香的咖啡带来了深度烘焙所特有的风味尾韵。今年的浓缩烘焙圣诞综合咖啡豆以日晒的东非咖啡豆带来的风味为主基调，再拼配了哥斯达黎加和苏门答腊的咖啡豆。丰富且厚重的口感，每一口都能感受到如香料粉、烟熏香草般的风味伴随着糖渍李子般甜感。 首次上市时间（全球）：2010年产品信息：酸度：较低醇度：饱满烘焙程度：深度烘焙产地：拉美/亚太/非洲加工方法：水洗法/半水洗法/自然干燥法风味描述：如糖渍李子和烟熏香草般风味 搭配风味：黑巧克力、烘焙香料 *该产品可用于鲜萃滴滤咖啡制作 包装设计灵感：这款包装设计的灵感来自于镜面装饰品的反射光茫。设计中运用的咖啡元素来自于咖啡植物、松枝和草本植物的搭配。整体的设计营造出了一种与这个季节的情感联系，并通过设计元素与色彩表达了如糖渍李子和烟熏香草般风味的感受。,[],"11/3上市
节日限定"
XJqVfJqqbTgL4s7h,aglOZaREQrwSukAz,"[{'name': 'Blonde', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=G3EQCTat8TukeYte'}, {'name': 'blonde', 'url': 'https://starbucks.joywok.com/api/file/download?id=fbXyrF3N5yHLV21w'}, {'name': 'cc', 'url': 'https://starbucks.joywok.com/api/file/download?id=QZj4tVJ5XZh8Wd18'}]",11031517,星巴克? 浅雅烘焙圣诞综合咖啡豆,咖啡豆,咖啡故事：这款综合咖啡适合任何庆祝活动，星巴克®浅雅烘焙圣诞综合咖啡豆拼配了来自于西爪哇，巴布亚新几内亚和东非的浅烘焙咖啡豆。柔和的雪松般香气伴随着明亮的丁香橙与无花果般风味融合在一起，突出了枫糖浆般的甜感。 首次上市时间（全球）：2012年产品信息：酸度：较高醇度：较低烘焙程度：浅雅烘焙产地：亚太/非洲加工方法：水洗法/半水洗法/自然干燥法风味描述：如丁香橙和无花果般风味 搭配风味：柑橘、莓果 *该产品可用于鲜萃滴滤咖啡制作 包装设计灵感：这款包装设计的灵感来自于镜面装饰品的反射光茫。设计中运用的咖啡元素来自于咖啡植物、松枝和草本植物的搭配。整体的设计营造出了一种与这个季节的情感联系，并通过设计元素与色彩表达了如丁香橙和无花果般风味的感受。,[],"11/3上市
浅雅烘焙
节日限定"
DPmdyWHebpsfOhJ2,aglOZaREQrwSukAz,"[{'name': '金色巧克力蛋糕', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=G1cYPUpGnKbEy2iU'}, {'name': '金色巧克力蛋糕', 'url': 'https://starbucks.joywok.com/api/file/download?id=FEND6qzjOHwuDmST'}, {'name': '金色巧克力', 'url': 'https://starbucks.joywok.com/api/file/download?id=1qo2xgZN43CQNIeq'}, {'name': '红丝绒 金色巧克力', 'url': 'https://starbucks.joywok.com/api/file/download?id=ejLcaWs8knzwf25t'}, {'name': '红丝绒 金色巧克力 食品卡', 'url': 'https://starbucks.joywok.com/api/file/download?id=5HQPsiw8ztYNJVKf'}]",11153886/11153888,金色浓醇巧克力蛋糕,食品,上市时间：1. 11/3起全渠道开始销售；产品POP及食品柜制作物仍按照workbook指引11/3开始陈列，请勿提前陈列；2.  11/1起，已提前到店的产品可在店内POS渠道销售；专星送及啡快渠道11/3起开始销售；产品介绍：重度巧克力星人的快乐星球！选用意大利56%*黑巧克力与比利时金巧克力，整体风味丰富浓郁。薄脆碎饼干给予细腻的脆爽口感，榛子酱顺滑的醇厚风味，榛子碎夹层增添了坚果的香气和口感，一款同时享受巧克力的丰富滋味和独特风情。*56%指巧克力中可可固形物含量 推荐话术：这款蛋糕选用意大利56%*黑巧克力与比利时金巧克力，薄脆碎饼干带来细腻脆爽的口感，喜欢巧克力的话可以尝试看看哦！建议搭配： 饮品 ：太妃榛果拿铁、美式咖啡冲煮咖啡 ：星巴克圣诞综合咖啡豆温馨提示：伙伴可以在完成试吃后登入电子食品护照【路径：绿围群APP-个人中心-食品护照】，留下美好的试吃回忆~,"[{'name': 'FY24 Holiday wave1-金色浓醇巧克力蛋糕', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=pCeke9u0bDixQVtd'}]","11/1上市
12颗星星兑换"
LZh4aal2tl1TzQX8,aglOZaREQrwSukAz,"[{'name': 'Lobby', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=BivX5Sg3qfZ6SZ8g'}, {'name': 'Lobby', 'url': 'https://starbucks.joywok.com/api/file/download?id=MYe25P407jZbdTLW'}, {'name': 'Xmas bld', 'url': 'https://starbucks.joywok.com/api/file/download?id=PIadjyvgQk9ckgvF'}]",250041/11125783/11050642,星巴克? 圣诞综合咖啡豆/VIA/Origami,咖啡豆,咖啡故事：这款假日特有的综合咖啡再次回归，为我们的温暖假日带来了欢乐与甜蜜。我们所钟爱的这款综合咖啡拼配了典藏苏门答腊咖啡豆与危地马拉、哥伦比亚和巴布亚新几内亚的深度烘焙咖啡豆。风味丰富而浓郁，每一口都能感受到如天鹅绒般丝滑的香料巧克力与雪松般风味。相信手中的这杯咖啡定能让你拥有一个属于自己的难忘温馨假日。 首次上市时间（全球）：1984年产品信息：酸度：较低醇度：饱满烘焙程度：深度烘焙产地：拉美/亚太加工方法：水洗法/半水洗法风味描述：如天鹅绒般丝滑的香料巧克力与雪松般风味 搭配风味：姜饼、水果挞 *该产品可用于鲜萃滴滤咖啡制作 包装设计灵感：这款包装设计的灵感来自于镜面装饰品的反射光茫。设计中运用的咖啡元素来自于咖啡植物、松枝和草本植物的搭配。整体的设计营造出了一种与这个季节的情感联系，并通过设计元素与色彩表达了如巧克力和雪松般风味的感受。其他产品信息：1- 星巴克VIA圣诞综合免煮咖啡固体饮料 -售价：88 元- SKU：111257832- 星巴克ORIGAMI便携式滴滤咖啡（研磨咖啡粉）- 售价：79 元- SKU：11050642,[],"11/3上市
节日限定"
bD6YFMpPotRpN4VH,aglOZaREQrwSukAz,"[{'name': '红丝绒瑞士卷', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=MdPCPYNsJItje58D'}, {'name': '红丝绒瑞士卷', 'url': 'https://starbucks.joywok.com/api/file/download?id=r176P98ZS9cJDb8u'}, {'name': '红丝绒 金色巧克力', 'url': 'https://starbucks.joywok.com/api/file/download?id=PlkYcMop9OnDYJu9'}, {'name': '红丝绒 金色巧克力 食品卡', 'url': 'https://starbucks.joywok.com/api/file/download?id=12gAvdesGq8YGqig'}]",11153890/11133744,草莓红丝绒瑞士卷,食品,上市时间：1. 11/3起全渠道开始销售；产品POP及食品柜制作物仍按照workbook指引11/3开始陈列，请勿提前陈列；2.  11/1起，已提前到店的产品可在店内POS渠道销售；专星送及啡快渠道11/3起开始销售；产品介绍：特选草莓果泥与白巧克力融合出甜美风味，一年一度迎接红丝绒瑞士卷热卖回归，每年欢聚不容错过的红卷红腰带！ 推荐话术：这款是节日经典回归的草莓红丝绒瑞士卷，绵软顺滑的口感，如果喜欢的话可以尝试下哦！建议搭配：饮品 ：星巴克绵云太妃榛果拿铁、美式咖啡冲煮咖啡 ：星巴克圣诞综合咖啡豆温馨提示：伙伴可以在完成试吃后登入电子食品护照【路径：绿围群APP-个人中心-食品护照】，留下美好的试吃回忆~,"[{'name': 'FY24 Holiday wave1-草莓红丝绒瑞士卷', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=5InXIf7p5M1SJvYJ'}]","11/1上市
12颗星星兑换"
6erWp74TSdj1OoQV,aglOZaREQrwSukAz,"[{'name': '图片1', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=6BriEiAcgzT0jmQu'}, {'name': '图片1', 'url': 'https://starbucks.joywok.com/api/file/download?id=zfFVFICWsCWXorpE'}, {'name': '黑莓', 'url': 'https://starbucks.joywok.com/api/file/download?id=xuXqYJAoFvl6iw9d'}, {'name': '黑莓', 'url': 'https://starbucks.joywok.com/api/file/download?id=3D4MWHo1saa2fWQI'}, {'name': '黑莓 食品卡', 'url': 'https://starbucks.joywok.com/api/file/download?id=U3LI7LoOIgEzmCMd'}]",11154742/11154743,黑莓燕麦植物酸奶杯,食品,上市时间：1. 11/3起全渠道开始销售；产品POP及食品柜制作物仍按照workbook指引11/3开始陈列，请勿提前陈列；2.  11/2起，已提前到店的产品可在店内POS渠道销售；专星送及啡快渠道11/3起开始销售；产品介绍：选用燕麦植物酸奶作为基底，并加入五种丰富的水果：黑莓、李子、苹果、红心火龙果、椰子片，以大麦仁、肉桂、藜麦米温暖的口感风味，让水果的酸甜口感和营养融合在一起，带来均衡美味的体验。无论是早餐的开始，还是下午茶的伴侣，轻巧一杯享受一段轻盈的美好时刻！上市具体范围: 全国鲜食门店 SKU11154742对应区域：武汉、北京、廊坊、东莞、佛山、广州、惠州、江门、清远、深圳、肇庆、中山、珠海SKU11154743对应区域： 江浙沪、天津、成都、重庆推荐话术：这款酸奶杯选用5种新鲜果蔬搭配大麦仁、肉桂、藜麦米，口感丰富，喜欢的话可以尝试下哦！建议搭配： 饮品 ：太妃榛果拿铁、热美式咖啡冲煮咖啡 ：星巴克浓缩烘焙圣诞综合咖豆温馨提示：伙伴可以在完成试吃后登入电子食品护照【路径：绿围群APP-个人中心-食品护照】，留下美好的试吃回忆~,"[{'name': 'FY24 Holiday wave1-黑莓燕麦植物酸奶杯', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=Ctmsm0LxgeoFVeCR'}]","11/2鲜食市场上市
12颗星星兑换"
y1qaaAW24irk3OxX,aglOZaREQrwSukAz,"[{'name': '太妃榛果拿铁', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=sAPkj78h9Ak8knmg'}, {'name': '太妃榛果拿铁', 'url': 'https://starbucks.joywok.com/api/file/download?id=Lpfbs3WLEHh3aH5y'}, {'name': '太妃榛果拿铁', 'url': 'https://starbucks.joywok.com/api/file/download?id=faC9PedGS2pOjhrp'}]",,太妃榛果拿铁,饮品,太妃糖的甜美糅合榛果醇香，融合浓缩咖啡制成这杯节日经典，顶部洒上真实太妃糖榛子碎，口口香浓，暖暖心意。推荐话术：经典的太妃榛果拿铁回归啦！口口香浓，暖暖心意。一杯开启温暖冬日，来一杯吧！提醒：1.太妃糖混合榛子粒需冷藏保存。2.伙伴需在11/1前完成饮品培训，并完成线上任务确认。视频：以大杯为例1.牛奶至蒸奶壶大杯刻度线，蒸奶2.按2份浓缩咖啡，杯中加入4泵太妃榛果糖浆（7.5ml/泵）3.用奶勺挡住奶泡，倒奶至杯口12毫米处4.加搅打稀奶油，撒罐（7孔侧）轻撒4下太妃糖混合榛子粒,"[{'name': '太妃榛果拿铁', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=H6dUTP5MxWA6oWpM'}]","11/3上市
12颗星星兑换中杯
太妃榛果"
vNJyaRGe9tTy3NJh,aglOZaREQrwSukAz,"[{'name': '拿铁 ', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=ducVHwj7JcZV9Hyz'}, {'name': '星巴克绵云太妃榛果拿铁', 'url': 'https://starbucks.joywok.com/api/file/download?id=PPs1TtBFlYq8Ukvk'}, {'name': '拿铁 ', 'url': 'https://starbucks.joywok.com/api/file/download?id=47at9vlkeg3Btp6q'}]",,星巴克绵云?太妃榛果拿铁,饮品,太妃糖的甜美糅合榛果醇香，融合浓缩咖啡制成这杯节日经典，顶部覆以稀奶油与牛奶搅打而成的绵云，口口香浓，暖暖心意。推荐话术：经典的太妃榛果拿铁美妙变身，邂逅奶香浓郁的丝滑绵云。口口香浓，暖暖心意。一杯开启温暖冬日，来一杯吧！提醒：1.顶部绵云：①先加2泵（7.5ml/泵）绵云调味酱，再补浓系列奶油牛奶混合液至100ml刻线处。②浓系列奶油牛奶混合液不可客制化换奶。③绵云酱不可少，只可一次搅打一份，不可多份一起搅打。2.太妃糖混合榛子粒需冷藏保存。3.伙伴需在11/1前完成饮品培训，并完成线上任务确认。视频：以大杯为例1.冷奶沫壶中加入2泵绵云调味酱（7.5ml/泵），加浓系列奶油牛奶预制液（1：3）至100ml处2.牛奶至蒸奶壶中杯刻度线，蒸奶3.按2份浓缩咖啡，杯中加入4泵太妃榛果糖浆（7.5ml/泵）4.用奶勺挡住奶泡，倒奶至杯口24毫米处5.以旋转的方式，由外而内倒入冷奶沫至距杯口6毫米处，撒罐（7孔侧）轻撒4下太妃糖混合榛子粒,"[{'name': '星巴克绵云? 太妃榛果拿铁', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=13sxBzcfAw8BI6bK'}]","11/3上市
12颗星星兑换中杯
太妃榛果"
u0rCTme1TLNB6OQC,aglOZaREQrwSukAz,"[{'name': '摩卡', 'url': 'https://starbucks.joywok.com/openfile/getfile?type=jw_n_maker&id=cVJTklj8xovCgvLD'}, {'name': '朗姆风味冬暖摩卡', 'url': 'https://starbucks.joywok.com/api/file/download?id=7AM9btGhUMfH3Z6y'}, {'name': '摩卡', 'url': 'https://starbucks.joywok.com/api/file/download?id=WWZ0boscqpWh2d98'}]",,朗姆风味冬暖摩卡,饮品,经典摩卡中融合了香甜浓郁的朗姆酒巧克力风味，使得朗姆的芬芳和巧克力风味的甜香与摩卡相互交织于口腔之间。顶部覆盖着一层摩卡粉，让人在冬日感受到温暖愉悦。推荐话术：经典摩卡中融合了香甜浓郁的朗姆酒巧克力风味，一口尽享朗姆的芬芳与巧克力的香甜，丰富层次，层层满足，带给您美妙冬日体验！提醒：1.顶部绵云：①先加2泵（7.5ml/泵）绵云调味酱，再加1泵摩卡酱（浓缩吧台泵15ml），补浓系列奶油牛奶混合液至100ml刻线处。②浓系列奶油牛奶混合液不可客制化换奶。③绵云酱不可少，只可一次搅打一份，不可多份一起搅打。2.顾客要求少糖时，只能少底部风味糖浆和摩卡酱，顶部绵云中摩卡酱不可减少。3.伙伴需在11/1前完成饮品培训，并完成线上任务确认。视频：以大杯为例1.冷奶沫壶中加入2泵绵云调味酱（7.5ml/泵），1泵摩卡酱（浓缩吧台泵15ml），加浓系列奶油牛奶预制液（1：3）至100ml处，按4号键搅打2.牛奶至蒸奶壶中杯刻度线，X-H蒸奶3.按2份浓缩咖啡，杯中加入1泵摩卡酱（浓缩吧台泵15ml），4泵朗姆巧克力糖浆（7.5ml/泵）4.摇匀杯中咖啡和糖浆，用奶勺挡住奶泡，倒奶至杯口24毫米处5.以旋转的方式，由外而内倒入摩卡味冷奶沫至距杯口6毫米处，饮料表面铺满摩卡粉,"[{'name': '朗姆风味冬暖摩卡', 'file_type': 'jw_n_doc', 'url': 'https://starbucks.joywok.com/api/file/download?id=hweq5Q378S5NsTnp'}]","11/3上市
12颗星星兑换中杯"
